CO_IES,CO_CURSO,NO_CURSO,CO_CINE_ROTULO,TP_MODALIDADE_ENSINO,IN_AJUDA_DEFICIENTE,IN_QTD_RECURSOS,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL
1295,95585,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,12.0,58,47
1295,1112685,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,12.0,58,0
1295,1112824,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,12.0,5,0
1296,35804,ADMINISTRAÇÃO,0413A01,Presencial,True,4.0,16,11
1296,48745,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,4.0,37,6
1298,19848,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,364,79
1298,46780,DIREITO,0421D01,Presencial,True,10.0,1083,121
1298,47051,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,10.0,172,24
1298,48488,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,10.0,212,42
1298,53869,FISIOTERAPIA,0915F01,Presencial,True,10.0,561,85
1298,110646,REDES DE COMPUTADORES,0612R01,Presencial,True,10.0,93,19
1298,348488,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,10.0,605,82
1298,1103168,ENFERMAGEM,0913E01,Presencial,True,10.0,777,123
1298,1166211,PSICOLOGIA,0313P01,Presencial,True,10.0,694,88
1298,1175943,NUTRIÇÃO,0915N01,Presencial,True,10.0,488,69
1298,1258129,PEDAGOGIA,0113P01,Presencial,True,10.0,241,21
1298,1259219,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,10.0,200,27
1299,19863,ENFERMAGEM,0913E01,Presencial,True,12.0,60,11
1299,19864,FARMÁCIA,0916F01,Presencial,True,12.0,77,13
1299,19865,FISIOTERAPIA,0915F01,Presencial,True,12.0,83,20
1299,19866,ENGENHARIA DE ALIMENTOS,0721E01,Presencial,True,12.0,0,0
1299,19867,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,True,12.0,27,15
1299,19868,HISTÓRIA,0114H01,Presencial,True,12.0,31,15
1299,47675,FONOAUDIOLOGIA,0915F02,Presencial,True,12.0,34,7
1299,47677,PSICOLOGIA,0313P01,Presencial,True,12.0,103,20
1299,47680,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,12.0,37,15
1299,47682,BIOMEDICINA,0914B01,Presencial,True,11.0,58,15
1299,57178,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,12.0,45,9
1299,69176,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,70,13
1299,69178,ENGENHARIA AMBIENTAL E SANITÁRIA,0712E02,Presencial,True,12.0,15,9
1299,80248,TERAPIA OCUPACIONAL,0915T01,Presencial,True,12.0,0,0
1299,80277,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,71,19
1299,81660,MATEMÁTICA,0114M01,Presencial,True,12.0,33,10
1299,82170,QUÍMICA,0114Q01,Presencial,True,12.0,22,2
1299,82174,NUTRIÇÃO,0915N01,Presencial,True,12.0,44,12
1299,83370,SERVIÇO SOCIAL,0923S01,Presencial,True,12.0,0,0
1299,95131,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,12.0,73,20
1299,96444,COMUNICAÇÃO SOCIAL - JORNALISMO,0321J01,Presencial,True,12.0,17,5
1299,99900,PEDAGOGIA,0113P01,Presencial,True,12.0,85,28
1299,109482,ESTÉTICA E COSMÉTICA,1012E01,Presencial,True,12.0,65,22
1299,1161630,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,12.0,2,2
1299,1169960,ENGENHARIA CIVIL,0732E01,Presencial,True,12.0,106,44
1299,1300137,ARQUITETURA E URBANISMO,0731A02,Presencial,True,12.0,37,0
1299,1300138,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,12.0,8,0
1300,19873,ADMINISTRAÇÃO,0413A01,Presencial,True,5.0,56,0
1300,19874,PEDAGOGIA,0113P01,Presencial,True,5.0,27,0
1300,20681,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,5.0,30,24
1300,38065,PSICOLOGIA,0313P01,Presencial,True,5.0,108,16
1300,69366,AGRONOMIA,0811A04,Presencial,True,5.0,214,41
1300,1117028,ENGENHARIA CIVIL,0732E01,Presencial,True,5.0,29,7
1301,32210,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,86,25
1301,46832,DIREITO,0421D01,Presencial,True,12.0,277,23
1302,19895,FILOSOFIA,0114F01,Presencial,True,7.0,1,1
1302,60588,TEOLOGIA,0221T01,Presencial,True,7.0,121,15
1302,60590,ADMINISTRAÇÃO,0413A01,Presencial,True,7.0,128,39
1302,86666,DIREITO,0421D01,Presencial,True,6.0,1044,223
1302,96372,PEDAGOGIA,0113P01,Presencial,True,6.0,101,0
1302,118992,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,6.0,71,25
1302,1108203,GASTRONOMIA,1013G01,Presencial,True,6.0,167,47
1302,1109518,SERVIÇO SOCIAL,0923S01,Presencial,True,7.0,50,20
1302,1404673,FISIOTERAPIA,0915F01,Presencial,True,6.0,3,0
1302,1404732,ENFERMAGEM,0913E01,Presencial,True,6.0,4,0
1302,1404734,NUTRIÇÃO,0915N01,Presencial,True,6.0,8,0
1303,70771,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,True,4.0,3,1
1303,92661,AGRONEGÓCIO,0811A03,Presencial,True,5.0,61,8
1303,98964,ZOOTECNIA,0811Z01,Presencial,True,7.0,165,21
1303,98986,AGRONOMIA,0811A04,Presencial,True,6.0,238,31
1303,98994,ENGENHARIA DE ALIMENTOS,0721E01,Presencial,True,6.0,119,22
1303,100442,ALIMENTOS,0721A01,Presencial,True,6.0,20,6
1303,105390,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,0612G01,Presencial,True,9.0,49,2
1303,109616,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,8.0,157,15
1303,109618,QUÍMICA,0114Q01,Presencial,True,7.0,108,11
1303,113631,AGRONOMIA,0811A04,Presencial,True,7.0,218,36
1303,121284,SISTEMAS PARA INTERNET,0615S03,Presencial,0,0.0,98,5
1303,409616,CIÊNCIAS BIOLÓGICAS,0511B01,Presencial,True,3.0,89,6
1303,1102962,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,12.0,110,11
1303,1102963,MATEMÁTICA,0114M01,Presencial,True,7.0,53,3
1303,1103906,ENGENHARIA AGRÍCOLA,0811E01,Presencial,True,7.0,145,15
1303,1104279,ENGENHARIA AMBIENTAL,0712E01,Presencial,True,7.0,166,26
1303,1105116,QUÍMICA,0114Q01,Presencial,0,0.0,62,4
1303,1105140,AGRONOMIA,0811A04,Presencial,0,0.0,213,21
1303,1105298,AGRONOMIA,0811A04,Presencial,True,4.0,210,35
1303,1105299,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,3.0,138,32
1303,1106993,SANEAMENTO AMBIENTAL,0712S01,Presencial,True,6.0,72,4
1303,1126665,ZOOTECNIA,0811Z01,Presencial,True,4.0,146,14
1303,1126893,QUÍMICA,0114Q01,Presencial,True,5.0,87,9
1303,1127533,QUÍMICA,0114Q01,Presencial,True,5.0,61,6
1303,1128095,QUÍMICA,0114Q01,Presencial,True,11.0,52,8
1303,1166235,ALIMENTOS,0721A01,Presencial,0,0.0,85,5
1303,1167930,ZOOTECNIA,0811Z01,Presencial,0,0.0,156,10
1303,1185675,AGRONEGÓCIO,0811A03,Presencial,True,5.0,119,20
1303,1186197,PEDAGOGIA,0113P01,Presencial,0,0.0,143,16
1303,1187682,ENGENHARIA CIVIL,0732E01,Presencial,True,7.0,221,19
1303,1188129,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,True,5.0,111,9
1303,1188283,MEDICINA VETERINÁRIA,0841M01,Presencial,True,7.0,194,27
1303,1266270,AGRONOMIA,0811A04,Presencial,True,5.0,165,26
1303,1330352,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,6.0,104,8
1303,1330896,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,9.0,59,4
1303,1331611,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,True,5.0,109,2
1303,1377488,GESTÃO COMERCIAL,0416G01,Presencial,True,4.0,91,27
1303,1377489,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,0,0.0,85,0
1303,1419971,HORTICULTURA,0812H01,Presencial,0,0.0,31,0
1303,1420000,AGRONOMIA,0811A04,Presencial,True,2.0,65,0
1303,1420581,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,0721A01,Presencial,True,9.0,45,0
1303,1421452,ENGENHARIA CIVIL,0732E01,Presencial,True,5.0,55,0
1303,1421453,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,5.0,58,0
1303,1445664,SEGUNDA LICENCIATURA EM PEDAGOGIA,0113P01,Presencial,True,4.0,31,12
1303,1457474,CIÊNCIAS NATURAIS,0114C02,Presencial,0,0.0,28,0
1303,1457475,ZOOTECNIA,0811Z01,Presencial,True,5.0,74,0
1303,1457482,AGROECOLOGIA,0811A01,Presencial,0,0.0,9,0
1303,1457495,ADMINISTRAÇÃO,0413A01,Presencial,True,5.0,70,0
1303,1457499,ADMINISTRAÇÃO,0413A01,Presencial,True,2.0,38,0
1303,1457500,ADMINISTRAÇÃO,0413A01,Presencial,True,3.0,46,0
1303,1457502,ENGENHARIA DE COMPUTAÇÃO,0714E04,Presencial,True,5.0,32,0
1303,1486202,PEDAGOGIA EM EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,0113P01,A distância,True,10.0,569,0
1304,19908,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,6.0,195,16
1304,28691,ADMINISTRAÇÃO,0413A01,Presencial,True,7.0,20,0
1304,48932,HISTÓRIA,0114H01,Presencial,True,8.0,11,11
1304,98972,PEDAGOGIA,0113P01,Presencial,True,7.0,241,30
1304,109654,GESTÃO FINANCEIRA,0412G01,Presencial,True,6.0,48,23
1304,1103750,LOGÍSTICA,0413L01,Presencial,True,7.0,107,47
1305,19918,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,9.0,127,14
1305,20356,ADMINISTRAÇÃO,0413A01,Presencial,True,9.0,62,7
1305,72579,REDES DE COMPUTADORES,0612R01,Presencial,True,9.0,54,12
1305,89824,DIREITO,0421D01,Presencial,True,9.0,635,119
1307,17259,AGRONOMIA,0811A04,Presencial,True,12.0,227,44
1307,17260,ENGENHARIA FLORESTAL,0821E01,Presencial,True,12.0,36,11
1307,19890,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,12.0,3,2
1307,19920,PEDAGOGIA,0113P01,Presencial,True,12.0,70,1
1307,21730,MEDICINA VETERINÁRIA,0841M01,Presencial,True,12.0,536,63
1307,41676,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,3,1
1307,48199,PSICOLOGIA,0313P01,Presencial,True,12.0,168,41
1307,57800,DIREITO,0421D01,Presencial,True,12.0,164,31
1307,1284257,ENFERMAGEM,0913E01,Presencial,True,12.0,139,0
1308,19921,ADMINISTRAÇÃO,0413A01,Presencial,True,7.0,119,38
1308,20124,PEDAGOGIA,0113P01,Presencial,True,7.0,135,43
1308,32758,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,7.0,46,20
1308,43834,DIREITO,0421D01,Presencial,True,7.0,519,89
1308,47095,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,7.0,89,25
1308,47096,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,7.0,1,0
1308,49105,ENFERMAGEM,0913E01,Presencial,True,7.0,23,0
1308,55646,GASTRONOMIA,1013G01,Presencial,True,7.0,77,41
1308,60061,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,7.0,16,16
1308,1109890,ESTÉTICA E COSMÉTICA,1012E01,Presencial,True,7.0,103,26
1308,1136143,ENGENHARIA DE PETRÓLEO,0724E02,Presencial,True,7.0,0,0
1308,1136144,ENGENHARIA CIVIL,0732E01,Presencial,True,7.0,196,53
1308,1163297,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,7.0,84,13
1309,19922,LETRAS - LÍNGUA PORTUGUESA,0115L13,Presencial,True,10.0,13,10
1309,21491,PEDAGOGIA,0113P01,Presencial,True,10.0,1,1
1309,50435,SECRETARIADO EXECUTIVO - BILÍNGUE,0415S01,Presencial,True,10.0,29,22
1309,54926,MATEMÁTICA,0114M01,Presencial,True,10.0,22,15
1309,72097,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,True,10.0,0,0
1309,72099,REDES DE COMPUTADORES,0612R01,Presencial,True,10.0,0,0
1309,75679,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,0,0
1309,1205100,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,10.0,0,0
1309,1205931,GESTÃO PÚBLICA,0413G12,Presencial,True,10.0,0,0
1309,1206150,MARKETING,0414M01,Presencial,True,10.0,0,0
1310,19924,ADMINISTRAÇÃO,0413A01,Presencial,True,6.0,385,82
1310,19950,PEDAGOGIA,0113P01,Presencial,True,6.0,128,34
1310,21976,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,6.0,31,24
1310,24519,BIOMEDICINA,0914B01,Presencial,True,6.0,164,31
1310,28719,LETRAS - PORTUGUÊS E INGLÊS,0115L15,Presencial,True,6.0,108,21
1310,47596,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,6.0,194,31
1310,47597,ENFERMAGEM,0913E01,Presencial,True,6.0,157,18
1310,48527,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,6.0,139,4
1310,48529,COMUNICAÇÃO SOCIAL,0414R01,Presencial,True,6.0,1,0
1310,48541,FISIOTERAPIA,0915F01,Presencial,True,6.0,184,24
1310,49253,FARMÁCIA,0916F01,Presencial,True,6.0,225,25
1310,50296,CIÊNCIA DA COMPUTAÇÃO,0614C01,Presencial,True,6.0,184,21
1310,50300,NUTRIÇÃO,0915N01,Presencial,True,6.0,158,34
1310,57804,PSICOLOGIA,0313P01,Presencial,True,6.0,221,51
1310,79852,ENGENHARIA AMBIENTAL,0712E01,Presencial,True,6.0,17,12
1310,95755,DIREITO,0421D01,Presencial,True,6.0,539,62
1310,107746,LOGÍSTICA,0413L01,Presencial,True,6.0,187,49
1310,321976,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,6.0,229,64
1310,1181237,REDES DE COMPUTADORES,0612R01,Presencial,True,6.0,2,0
1310,1184536,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,6.0,115,13
1310,1204408,MEDICINA VETERINÁRIA,0841M01,Presencial,True,6.0,321,0
1310,1204409,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,6.0,172,58
1310,1205070,MARKETING,0414M01,Presencial,True,6.0,93,22
1310,1205071,ENGENHARIA CIVIL,0732E01,Presencial,True,6.0,80,0
1310,1205302,ENGENHARIA QUÍMICA,0711E05,Presencial,True,6.0,135,11
1310,1205305,DESIGN GRÁFICO,0211D01,Presencial,True,6.0,118,37
1310,1259671,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,6.0,108,0
1310,1259688,ENGENHARIA MECÂNICA,0715E02,Presencial,True,6.0,112,0
1310,1263681,ADMINISTRAÇÃO,0413A01,A distância,True,5.0,16,0
1310,1349367,GESTÃO FINANCEIRA,0412G01,Presencial,True,6.0,57,8
1311,19927,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,5.0,157,78
1311,19928,ADMINISTRAÇÃO,0413A01,Presencial,True,5.0,2,1
1311,1304962,GESTÃO FINANCEIRA,0412G01,Presencial,True,3.0,0,0
1311,1305015,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,4.0,1,1
1311,1334243,CIÊNCIAS CONTÁBEIS,0411C01,A distância,True,5.0,315,2
1312,19934,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,11.0,101,10
1312,21552,ADMINISTRAÇÃO,0413A01,Presencial,True,11.0,37,9
1312,80389,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,11.0,21,19
1312,92153,DIREITO,0421D01,Presencial,True,11.0,496,132
1313,19971,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,2.0,186,29
1313,37779,PEDAGOGIA,0113P01,Presencial,True,6.0,359,17
1313,47630,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,0,0.0,90,18
1313,53871,MATEMÁTICA,0114M01,Presencial,True,1.0,6,5
1313,56750,DIREITO,0421D01,Presencial,True,5.0,1147,71
1313,57102,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,5.0,234,33
1313,103422,ADMINISTRAÇÃO,0413A01,Presencial,True,2.0,376,49
1314,20004,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,33,0
1314,85358,LOGÍSTICA,0413L01,Presencial,True,10.0,19,0
1314,89859,DIREITO,0421D01,Presencial,True,9.0,56,0
1317,19979,ADMINISTRAÇÃO,0413A01,Presencial,True,9.0,101,16
1317,45900,DIREITO,0421D01,Presencial,True,8.0,240,46
1317,90595,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,8.0,117,17
1317,90597,SERVIÇO SOCIAL,0923S01,Presencial,True,7.0,40,5
1317,98035,BIOMEDICINA,0914B01,Presencial,True,8.0,82,12
1317,98037,FISIOTERAPIA,0915F01,Presencial,True,7.0,128,28
1317,98039,ENFERMAGEM,0913E01,Presencial,True,9.0,196,16
1317,98041,FARMÁCIA,0916F01,Presencial,True,7.0,113,11
1317,99790,PSICOLOGIA,0313P01,Presencial,True,9.0,157,62
1317,1108311,MEDICINA VETERINÁRIA,0841M01,Presencial,True,7.0,166,34
1317,1115405,ENGENHARIA DE PRODUÇÃO,0725E02,Presencial,True,7.0,65,17
1317,1115406,ENGENHARIA CIVIL,0732E01,Presencial,True,7.0,166,46
1317,1138791,BIOMEDICINA,0914B01,Presencial,True,12.0,25,2
1317,1138793,FISIOTERAPIA,0915F01,Presencial,True,12.0,119,34
1317,1138794,FARMÁCIA,0916F01,Presencial,0,0.0,38,11
1317,1146518,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,7,0
1317,1184189,PEDAGOGIA,0113P01,Presencial,True,9.0,71,10
1317,1184190,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,8.0,42,2
1317,1184191,ODONTOLOGIA,0911O01,Presencial,True,8.0,130,32
1317,1258111,ENGENHARIA AGRONÔMICA,0811A04,Presencial,True,9.0,199,8
1317,1260356,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,8.0,39,0
1317,1279638,ENFERMAGEM,0913E01,Presencial,True,12.0,72,0
1317,1280348,PSICOLOGIA,0313P01,Presencial,True,11.0,158,0
1317,1332113,ARQUITETURA E URBANISMO,0731A02,Presencial,True,8.0,69,0
1317,1332114,NUTRIÇÃO,0915N01,Presencial,True,7.0,78,0
1317,1450815,ZOOTECNIA,0811Z01,Presencial,True,7.0,12,0
1318,19981,ADMINISTRAÇÃO,0413A01,Presencial,True,2.0,82,0
1318,83850,PSICOLOGIA,0313P01,Presencial,True,2.0,255,29
1318,1259162,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,2.0,62,0
1318,1259458,FISIOTERAPIA,0915F01,Presencial,True,2.0,156,0
1318,1260120,ENFERMAGEM,0913E01,Presencial,True,2.0,151,0
1318,1260157,FARMÁCIA,0916F01,Presencial,True,2.0,249,0
1318,1260499,ARQUITETURA E URBANISMO,0731A02,Presencial,True,2.0,122,0
1318,1280482,ENGENHARIA DE COMPUTAÇÃO,0714E04,Presencial,True,2.0,17,0
1318,1280500,PEDAGOGIA,0113P01,Presencial,True,2.0,84,0
1318,1280653,DESIGN DE INTERIORES,0212D03,Presencial,True,2.0,43,2
1318,1280669,ESTÉTICA E COSMÉTICA,1012E01,Presencial,True,2.0,128,4
1318,1283575,BIOMEDICINA,0914B01,Presencial,True,2.0,45,0
1318,1300328,ODONTOLOGIA,0911O01,Presencial,True,2.0,133,0
1318,1322855,ENGENHARIA CIVIL,0732E01,Presencial,True,2.0,30,0
1318,1383180,DIREITO,0421D01,Presencial,True,2.0,48,0
1319,21480,ADMINISTRAÇÃO,0413A01,Presencial,True,12.0,0,0
1319,51127,ENFERMAGEM,0913E01,Presencial,True,12.0,61,11
1319,59835,FISIOTERAPIA,0915F01,Presencial,True,11.0,67,11
1319,108698,BIOMEDICINA,0914B01,Presencial,True,11.0,62,8
1319,1171966,ENGENHARIA MECÂNICA,0715E02,Presencial,True,11.0,80,35
1319,1174106,ARQUITETURA E URBANISMO,0731A02,Presencial,True,11.0,61,11
1322,21731,ADMINISTRAÇÃO,0413A01,Presencial,True,7.0,146,19
1322,45706,DIREITO,0421D01,Presencial,True,7.0,344,40
1322,87752,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,7.0,75,6
1322,90443,AGRONOMIA,0811A04,Presencial,True,7.0,261,37
1322,90719,CIÊNCIAS BIOLÓGICAS,0511B01,Presencial,True,7.0,55,5
1322,98730,ENFERMAGEM,0913E01,Presencial,True,7.0,141,11
1322,1141305,ZOOTECNIA,0811Z01,Presencial,True,7.0,57,5
1322,1260706,ARQUITETURA E URBANISMO,0731A02,Presencial,True,7.0,136,18
1322,1283116,ENGENHARIA CIVIL,0732E01,Presencial,True,7.0,67,0
1322,1299453,NUTRIÇÃO,0915N01,Presencial,True,7.0,143,20
1322,1299949,JORNALISMO,0321J01,Presencial,True,7.0,52,7
1322,1442072,MEDICINA VETERINÁRIA,0841M01,Presencial,True,7.0,25,0
1325,19990,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,4.0,66,15
1325,47524,ADMINISTRAÇÃO,0413A01,Presencial,True,4.0,99,15
1325,48759,DIREITO,0421D01,Presencial,True,3.0,294,59
1325,48761,FISIOTERAPIA,0915F01,Presencial,True,2.0,146,33
1325,49088,ENFERMAGEM,0913E01,Presencial,True,3.0,125,26
1325,50287,CIÊNCIAS BIOLÓGICAS,0114B01,Presencial,True,3.0,66,17
1325,97143,PEDAGOGIA,0113P01,Presencial,True,4.0,107,18
1325,99613,NUTRIÇÃO,0915N01,Presencial,True,4.0,120,43
1325,1108691,PSICOLOGIA,0313P01,Presencial,True,4.0,238,49
1325,1185041,BIOMEDICINA,0914B01,Presencial,True,3.0,51,0
1326,20020,PEDAGOGIA,0113P01,Presencial,True,12.0,150,76
1326,35811,LETRAS - INGLÊS,0115L04,Presencial,True,11.0,20,10
1326,68969,ADMINISTRAÇÃO,0413A01,Presencial,True,11.0,253,73
1326,1120297,SERVIÇO SOCIAL,0923S01,Presencial,True,11.0,21,6
1326,1120719,CIÊNCIAS CONTÁBEIS,0411C01,Presencial,True,11.0,116,36
1326,1125766,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,0714E05,Presencial,True,11.0,51,25
1326,1126946,ENGENHARIA CIVIL,0732E01,Presencial,True,11.0,609,99
1326,1280992,ENGENHARIA MECÂNICA,0715E02,Presencial,True,11.0,111,0
1326,1280993,ARQUITETURA E URBANISMO,0731A02,Presencial,True,11.0,21,0
1326,1280995,PSICOLOGIA,0313P01,Presencial,True,11.0,219,0
1326,1283830,ADMINISTRAÇÃO,0413A01,A distância,True,12.0,564,0
1326,1284023,PEDAGOGIA,0113P01,A distância,True,12.0,484,0
1326,1284030,GESTÃO DE RECURSOS HUMANOS,0413G07,A distância,True,12.0,138,14
1326,1284031,ENGENHARIA DE PRODUÇÃO,0725E02,A distância,True,12.0,47,0
1326,1303731,EDUCAÇÃO FÍSICA,0114E03,Presencial,True,11.0,131,28
1326,1330513,ENGENHARIA ELÉTRICA,0713E05,Presencial,True,11.0,5,0
1326,1349508,ENFERMAGEM,0913E01,Presencial,True,11.0,111,0
1326,1353127,FISIOTERAPIA,0915F01,Presencial,True,11.0,112,0
1326,1384600,DIREITO,0421D01,Presencial,True,11.0,90,0
1326,1396070,NUTRIÇÃO,0915N01,Presencial,True,11.0,95,0
1326,1396073,BIOMEDICINA,0914B01,Presencial,True,11.0,61,0
1326,1405208,GESTÃO PÚBLICA,0413G12,A distância,True,12.0,84,8
1326,1405209,GESTÃO AMBIENTAL,0712G01,A distância,True,12.0,55,6
1326,1405210,PROCESSOS GERENCIAIS,0413G05,A distância,True,12.0,74,3
1326,1405211,LOGÍSTICA,0413L01,A distância,True,12.0,94,5
1326,1405212,LETRAS,0115L13,A distância,True,12.0,57,0
1326,1405214,CIÊNCIAS BIOLÓGICAS,0114B01,A distância,True,12.0,87,0
1326,1405215,MATEMÁTICA,0114M01,A distância,True,12.0,50,0
1326,1405218,CIÊNCIAS CONTÁBEIS,0411C01,A distância,True,11.0,338,0
1326,1405220,SERVIÇO SOCIAL,0923S01,A distância,True,12.0,227,0
1326,1405222,FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA,0113F01,A distância,True,12.0,48,0
1326,1405269,HISTÓRIA,0114H01,A distância,True,12.0,63,0
1326,1405271,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,A distância,True,12.0,201,0
1326,1405470,FARMÁCIA,0916F01,Presencial,True,11.0,27,0
1326,1441301,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,0612G01,A distância,True,12.0,21,0
1326,1441733,MARKETING,0414M01,A distância,True,12.0,33,0
1327,19992,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,247,45
1327,32115,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,0414P01,Presencial,True,10.0,287,76
1327,59131,DESIGN,0212D02,Presencial,True,10.0,224,40
1327,95177,RELAÇÕES INTERNACIONAIS,0312R01,Presencial,True,10.0,174,41
1327,1083696,JORNALISMO,0321J01,Presencial,True,10.0,66,9
1328,19993,TURISMO,1015T01,Presencial,True,2.0,10,9
1328,1041748,GESTÃO DE RECURSOS HUMANOS,0413G07,Presencial,True,5.0,148,28
1328,1178251,MARKETING,0414M01,Presencial,True,6.0,80,17
1328,1178253,LOGÍSTICA,0413L01,Presencial,True,4.0,68,8
1328,1178254,PROCESSOS GERENCIAIS,0413G05,Presencial,True,7.0,167,29
1328,1202766,ENFERMAGEM,0913E01,Presencial,True,5.0,392,15
1328,1202767,EDUCAÇÃO FÍSICA,0915E01,Presencial,True,5.0,357,17
1328,1202768,FISIOTERAPIA,0915F01,Presencial,True,5.0,613,20
1328,1260892,PRODUÇÃO PUBLICITÁRIA,0414P01,Presencial,True,6.0,33,5
1328,1260923,GESTÃO AMBIENTAL,0712G01,Presencial,True,3.0,26,7
1328,1279718,NUTRIÇÃO,0915N01,Presencial,True,5.0,281,28
1328,1365933,PEDAGOGIA,0113P01,Presencial,True,6.0,108,0
1328,1367039,NUTRIÇÃO,0915N01,Presencial,True,5.0,21,0
1330,19995,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,0,0.0,174,16
1330,119966,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,0615S02,Presencial,0,0.0,106,21
1333,19998,SECRETARIADO EXECUTIVO,0415S01,Presencial,True,8.0,19,12
1333,47788,ADMINISTRAÇÃO,0413A01,Presencial,True,8.0,26,5
1334,19999,ADMINISTRAÇÃO,0413A01,Presencial,True,10.0,187,30
1334,47638,DIREITO,0421D01,Presencial,True,9.0,1146,206
1334,64664,SISTEMAS DE INFORMAÇÃO,0615S02,Presencial,True,10.0,225,16
1334,65205,ARQUITETURA E URBANISMO,0731A02,Presencial,True,11.0,515,92
1334,80865,ENFERMAGEM,0913E01,Presencial,True,10.0,430,55
1334,80871,FISIOTERAPIA,0915F01,Presencial,True,10.0,481,79
